ID,Issues Detected,Function Name,Demangled Name,Process,Device Name,Grid Size,Block Size,Cycles [cycle],Duration [usecond],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread]
443,2,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    8,    1","  256,    1,    1","30,687",49.89,61.18,53.52,57
447,2,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    8,    1","  256,    1,    1","30,811",49.79,60.93,53.36,57
451,2,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    8,    1","  256,    1,    1","30,548",49.79,61.44,53.79,57
455,2,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    8,    1","  256,    1,    1","30,652",50.18,61.24,53.63,57
459,2,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   27,    8,    1","  256,    1,    1","30,760",49.98,61.02,53.42,57
329,2,ampere_sgemm_128x64_nt,ampere_sgemm_128x64_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   72,   20,    1","  128,    1,    1","83,964",132.86,69.43,51.02,122
323,2,ampere_sgemm_32x128_nt,ampere_sgemm_32x128_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   40,   10,    1","  256,    1,    1","19,151",31.97,45.34,45.48,57
319,3,ampere_sgemm_32x32_sliced1x4_nn,ampere_sgemm_32x32_sliced1x4_nn,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"   40,    1,    1","  128,    1,    1","13,282",24.26,6.14,7.04,86
336,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,309",53.73,63.51,50.47,86
340,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,676",53.60,62.82,49.93,86
344,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,380",53.92,63.38,50.36,86
348,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,540",53.92,63.07,50.12,86
352,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,398",53.50,63.33,50.33,86
356,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,350",53.98,63.42,50.39,86
360,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,355",54.02,63.42,50.40,86
364,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,359",54.11,63.42,50.40,86
368,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,341",53.73,63.44,50.42,86
372,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,505",53.70,63.13,50.17,86
376,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,634",53.86,62.90,49.99,86
380,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,700",53.38,62.77,49.88,86
384,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,271",53.76,63.58,50.54,86
388,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,426",53.63,63.29,50.28,86
392,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,419",53.89,63.29,50.32,86
396,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,404",54.02,63.32,50.34,86
400,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,372",54.40,63.39,50.38,86
404,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,539",53.70,63.08,50.13,86
408,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,469",53.92,63.20,50.22,86
412,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,190",53.41,63.73,50.64,86
416,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,441",53.57,63.25,50.27,86
420,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,535",53.92,63.07,50.10,86
424,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,380",53.92,63.37,50.36,86
428,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,522",53.63,63.10,50.16,86
432,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,190",54.14,63.73,50.64,86
436,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,318",53.44,63.49,50.46,86
440,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,369",53.70,63.40,50.37,86
444,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,412",53.44,63.32,50.32,86
448,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,341",53.57,63.45,50.42,86
452,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,739",53.50,62.70,49.82,86
456,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,384",53.73,63.36,50.37,86
460,2,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,  108,    1","  128,    1,    1","33,459",53.92,63.23,50.24,86
466,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,131",40.77,31.24,23.28,86
470,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,087",41.25,31.29,23.31,86
474,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,309",40.90,31.01,23.11,86
478,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,290",41.02,31.04,23.13,86
482,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,108",40.86,31.27,23.30,86
486,3,ampere_sgemm_32x32_sliced1x4_nt,ampere_sgemm_32x32_sliced1x4_nt,[763872] alexnet_small,NVIDIA A100-SXM4-40GB,"    5,   27,    1","  128,    1,    1","25,256",40.83,31.07,23.16,86
